DIAGNOSIS,count
KIDNEY FAILURE,6
SPINE FRACTURE,6
ACUTE ABDOMEN,6
INTER CRANIAL HEMORRHAGE,6
SEZIURE,6
RIGHT LUNG CANCER/SDA,6
POLYSUBSTANCE OD,6
AORTIC STENOSIS\AORTIC VALVE / ASCENDING AORTA REPLACEMENT /SDA,6
CORONARY ARTERY DISEASE\RIGHT AND LEFT HEART CATH,6
ISCHEMIC RIGHT LEG,6
APNEA,6
EPILEPSY,6
MYOCARDIAL INFARCTION;TELEMETRY,6
STATUS POST MOTORVEHICLE ACCIDENT,6
LEUKOCYTOSIS,6
RIGHT PLEURAL EFFUSION/SDA,6
PORTAL VEIN THROMBOSIS,6
CORONARY ARTERY DISEASE\CARDIAC CATHETERIZATION,6
LINE INFECTION,6
PE,6
STROKE;TELEMETRY; TIA,6
NON Q WAVE MI\CATH,6
RESPIRATORY FAILURE;PNEUMONIA,6
ESOPHAGEAL STRICTURE/SDA,6
MITRAL VALVE INSUFFICENCY\MITRAL VALVE REPLACEMENT /SDA,6
INTRAPARANCHYMAL HEMORRHAGE,6
BILIARY COLIC,6
CHRONIC OBSTRUCTIVE PULMONARY DISEASE EXACERBATION,6
ACUTE RENAL FAILURE;HYPERKALEMIA,6
S/P STAB WOUND,6
LIVER MASS,6
CHRONIC PANCREATITIS/SDA,6
TRACHEOMALACIA,6
HYPERKALEMIA;RENAL FAILURE,6
THROMBOTIC THROMBOCYTOPENIC PUPURA,6
VFIB ARREST,6
ALTERED MENTAL STATUS CHANGES,6
DISSECTION,6
FINGER AMPUTATION,6
LOWER EXTREMITY WEAKNESS,6
CORONARY ARTERY DISEASE\OFF PUMP CORONARY ARTERY BYPASS /SDA,6
RECTAL BLEED,6
LEFT HIP INFECTION,6
ASSAULT,6
SVC SYNDROME,6
HYPERBILIRUBIN,6
PANCREATIC ABSCESS,6
POST OP INFECTION,6
CORONARY ARTERY DISEASE\CATH WITH INTERVENTION,6
PNEMONIA,6
PERICARDITIS,6
CHEST PAIN;CORONARY ARTERY DISEASE\CARDIAC CATH,6
CERVICAL CA/SDA,6
GASTRIC CA/SDA,6
PULMONARY FIBROSIS,6
RIGHT UPPER QUADRANT PAIN,5
LUNG NODULE/SDA,5
VF ARREST,5
ATRIAL FIBRILLATION\BILATERAL THORACOSCOPIC MINI MAZE PROCEDURE WITH LEFT ATRIAL APPENDAGE RESECTION ,5
AORTIC STENOSIS\AORTIC VALVE REPLACEMENT; MINIMALLY INVASIVE/SDA,5
LINE SEPSIS,5
ST MYOCARDIAL INFARCTION,5
C-SPINE FRACTURE,5
PEDISTRIAN STRUCK,5
CONGESTIVE HEART FAILURE;NON-ST SEGMENT ELEVATION MYOCARDIAL INFARCTION,5
ABDOMINAL PERFORATION,5
ASCENDING AORTIC ANEURYSM,5
CLAUDICATION,5
KIDNEY TX,5
PULMONARY NODULE/SDA,5
PSEUDOANEURYSM,5
LEFT RENAL TUMOR/SDA,5
URINARY TRACT INFECTION;PNEUMONIA,5
ILEUS,5
AORTIC STENOSIS\BENTAL PROCEDURE /SDA,5
CENTRAL NERVOUS SYSTEM LYMPHOMA,5
CHEST PAIN-R/O MYOCARDIAL INFARCTION,5
MITRAL VALVE INSUFFICIENCY\MITRAL VALVE REPLACEMENT /SDA,5
UPPPER GI BLEED,5
PULMONARY HEMORRHAGE,5
THORACOABDOMINAL ANEURYSM/SDA,5
FEVER;MENTAL STATUS CHANGES,5
HYPERTHERMIA,5
GUN SHOT WOUND TO HEAD,5
SPONDYLOSIS/SDA,5
DISSECTING AORTIC ANEURYSM,5
MULTIPLE MYELOMA,5
STOKE;TRANSIENT ISCHEMIC ATTACK,5
HUMERUS FRACTURE,5
MR\MITRAL VALVE REPLACEMENT,5
LIVER DISEASE,5
PNEUMONIA;DIABETIC KETOACIDOSIS,5
LEFT PLEURAL EFFUSION,5
UNSTABLE ANGINA/CATH,5
DUODENAL TUMOR/SDA,5
RIGHT KNEE OSTEOARTHRITIS/SDA,5
BILATERAL PNEUMONIA,5
ST SEGMENT ELEVATION MYOCARDIAL INFARCTION\CATH,5
LOW BACK PAIN,5
BRAIN BLEED,5
HEPATACELLULAR CARCINOMA/SDA,5
RESPIRATORY FAILURE;CONGESTIVE HEART FAILURE,5
HYPOTENSION;SEPSIS,5
ATRIAL FIBRILLATION\ATRIAL FIBRILLATION ABLATION,5
S/P V-FIB ARREST,5
NECK ABSCESS,5
CONGESTIVE HEART FAILURE;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,5
GERD/SDA,5
THYROID CANCER/SDA,5
CONGESTIVE HEART FAILURE;SEPSIS,5
CHOLELITHIASIS,5
SHORTNESS OF BREATH;HYPOXIA,5
ICH;TELEMETRY,5
AORTIC VALVE INSUFFIENCY\AORTIC VALVE REPLACEMENT /SDA,5
GANGRENE LEFT FOOT,5
CONGESTIVE HEART FAILURE;CORONARY ARTERY DISEASE,5
RECTUS SHEATH HEMATOMA,5
BASILAR ANEURYSM,5
SEPTIC EMBOLI,5
PNEUMONIA;HEMOPTYSIS,5
NECROTIZING FASCIITIS,5
LEFT LOWER LOBE NODULE/SDA,5
HYPOTENSIVE,5
RETROPERITONEAL HEMORRHAGE,5
BRAIN ANEURYSM,5
INTRACTABLE EPILEPSY/SDA,5
FEVER;TELEMETRY,5
CERVICAL FRACTURE,5
CHOLANGIO CARCINOMA/SDA,5
MOTORCYCLE CRASH,5
STATUS POST FALL,5
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH MVR ,5
C6 FRACTURE,5
S/P NON Q MI\CATH,5
NECROTIZING FASCITIS,5
HYPOXEMIA,5
DELIRIUM TREMENS,5
INFECTED LEFT FOOT,5
LEFT LUNG NODULE/SDA,5
FEVER UNKNOWN ORIGIN,5
CHEMO,5
CONGESTIVE HEART FAILURE;RESPIRATORY FAILURE,5
MITRAL REGURGITATION\CATH,5
SPLENIC HEMATOMA,5
ISCHEMIC CARDIOMYOPATHY,5
POSITIVE STRESS TEST,5
PERIPHERAL VASCULAR DISEASE/SDA,5
ULCERATIVE COLITIS/SDA,5
AORTIC THROMBUS,5
EPIGLOTITIS,5
STE MI,5
NAUSEA;VOMITING;DIARRHEA,5
GASTROINTESTINAL BLEED;ANEMIA,5
SEPTIC ARTHRITIS,5
PREMATURE,5
"NAUSEA,VOMITING",5
URINARY TRACT INFECTION-PYELONEPHRITIS,5
S/P GUNSHOT WOUND,5
RUPTURED SPLEEN,5
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT;MITRAL VALVE REPLACEMENT/SDA,5
AIRWAY MASS,5
SIGMOID DIVERTICULITIS/SDA,5
SICKLE CELL CRISIS,5
CONGESTIVE HEART FAILURE;EXACERBATION,5
ACUTE MYOCARDIAL INFARCTION\CATHERIZATION,5
SPINAL FRACTURE,5
UMBILICAL HERNIA/SDA,5
EPIDURAL HEMORRHAGE,5
MR\MITRAL VALVE REPLACEMENT /SDA,5
LITHIUM OVERDOSE,5
ACUTE CORONARY SYNDROME;TELEMETRY,5
C7 FRACTURE,5
HTN EMERGENCY,5
CEREBRAL BLEED,5
ELEVATED WHITE BLOOD COUNT,5
LIVER ABSCESS,5
RIGHT UPPER LOBE MASS,5
"MITRAL STENOSIS\MITRAL VALVE REPLACEMENT,HEART PORT MINIMALLY INVASIVE /SDA",5
LOWER GIB,5
ST SEGMENT MYOCARDIAL INFARCTION\CATH,5
POST OP BLEEDING,5
GOITER/SDA,5
CERVICAL MYELOPATHY,5
CHOLELITHIASIS/SDA,5
TONGUE SWELLING,5
PANCREATIC CYST/SDA,5
BILIARY SEPSIS,5
NON Q WAVE MI,5
VTACH;TELEMETRY,5
HEPATORENAL FAILURE,5
RENAL CELL CARCINOMA/SDA,5
VENTRICULAR TACHYCARDIA\VENTRICULAR TACHYCARDIA ABLATION  **REMOTE WEST**/SDA,5
CHRONIC OBSTRUCTIVE PULMONARY DISEASE-EXACERBATION,5
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; OFF PUMP/SDA,5
COMGESTIVE HEART FAILURE,5
LOWER BACK PAIN,5
INTRACEREBRAL BLEED,5
ALCOHOLIC HEPATITIS,5
PERICARDIAL EFFUSION\PERICARDIOCENTESIS,5
GI BLEED SCHLEROSING CHOLANGITIS,5
CORONARY ARTERY BYPASS GRAFT,5
POST ERCP,5
HYPOTENSION;RENAL FAILURE,5
ACUTE MYOCARDIAL INFARCTION/CATH,5
PNEUMONIA;RESPIRATORY FAILURE,5
CHRONIC OBST PULM DISEASE;PNEUMONIA,5
ESOPHAGEAL FOOD IMPACTION,5
INCISIONAL HERNIA,4
RECURRENT VENTRICULAR TACHYCARDIA,4
AORTIC VALVE STENOSIS\AORTIC VALVE REPLACEMENT /SDA,4
ACUTE MENTAL STATUS CHANGES,4
ACUTE MI\LEFT HEART CATHETERIZATION,4
LUNG CANCER;SHORTNESS OF BREATH,4
ELEVATED LFTS,4
S/P MOTOR VEHICLE CRASH,4
URINARY RETENTION,4
LEFT HIP OSTEOARTHRITIS/SDA,4
CARDIAC ARREST;TELEMETRY,4
MOTORCYCLE ACCIDENT,4
CHOLECYSTITIS/SDA,4
LIVER FAILURE;ASCITES,4
BOWEL RESECTION;CDIFFCOLITIS;LIVE TRANSPLANT LIST,4
MYASTHENIA EXACERBATION,4
HYPOXIA;HYPOTENSION,4
DEPRESSED SKULL FRACTURE,4
NEUROLEPTIC MALIGNANT SYNDROME,4
HYPOTENSION;ACUTE RENAL FAILURE,4
TRACHEOBRONCHIOMALACIA,4
FEVER-NEUTROPENIA,4
ANGIO EDEMA,4
AFIB WITH RVR,4
S/P CATH,4
GUNSHOT WOUND,4
SHOULDER PAIN,4
METASTATIC COLON CANCER TO LIVER/SDA,4
PNEUMONIA;RENAL FAILURE,4
NECK SWELLING,4
CONGESTIVE HEART FAILURE;RULE-OUT MYOCARDIAL INFARCTION,4
MULTIPLE MYELOMA;STATUS POST BONE MARROW TRANSPLANT,4
KIDNEY STONE,4
METASTATIC COLON CA TO LIVER/SDA,4
S/P EXPLORATORY LAPAROTOMY,4
BRAIN LESION,4
VOLUME OVERLOAD,4
SUB ARACHNOID BLEED,4
PNEUMONIA;CEREBELLUM LESION,4
PELVIC MASS,4
PEDESTRIAL STRUCK,4
RESPIRATORY FAILURE;RENAL FAILURE,4
DYSPNEA ON EXERTION,4
SEPSIS;HYPOTENSION,4
ATRIAL FIBRILLATION\ATRIAL FIBRILLATION ABLATION(PULMONARY VEIN ISOLATION),4
MESENTERIC ISCHEMIA/SDA,4
HEPATO RENAL SYNDROME,4
EPIDURAL BLEED,4
FUNGEMIA;BREAST CANCER;STATUS POST KIDNEY TRANSPLANT,4
THROAT SWELLING,4
DUODENAL PERFORATION,4
CONGESTIVE HEART FAILURE\CARDIAC CATH,4
NON Q MI;CONGESTIVE HEART FAILURE\CATH,4
CROHN'S DISEASE,4
ANTERIOR MI\CATH,4
ANGINA\CARDIAC CATH,4
ASD\REPAIR ATRIAL-SEPTAL DEFECT/SDA,4
INTRAPERITONEAL BLEED,4
LEFT BREAST CANCER/SDA,4
R/O CEREBROVASCULAR ACCIDENT,4
"CHEST PAIN,R/O MI",4
INFERIOR MYOCARDIAL INFARCTION\CATH,4
SUBARACHNOID HEMMORHAGE,4
ATRIAL FIBRILLATIOM,4
TRACHEO-BRONCHO MALACEA/SDA,4
CHEST PAIN;ACUTE CORONARY SYNDROME\CATH,4
ARREST,4
NARCOTIC OVERDOSE,4
AORTIC ANEURYSM/SDA,4
INTESTINAL PERFORATION,4
STEVENS JOHNSON SYNDROME,4
PANCREATIC TUMOR/SDA,4
HEPATIC ENCEPHALOPATHY WITH HYPERBILIRUBENEMIA,4
MALARIA,4
NSTEMI,4
PRESYNCOPE,4
MITRAL STENOSIS,4
STRANGULATED HERNIA,4
DIC,4
? BOWEL PERFORATION,4
NON HODGKINS LYMPHOMA,4
ASTHMA FLARE,4
RIGHT LUNG MASS/SDA,4
LEFT LEG CELLULITIS,4
METASTATIC BREAST CANCER,4
MS CHANGES,4
RIGHT LOWER LOBE CANCER/SDA,4
PRE-OP LIVER,4
HYPERTENSIVE,4
COLON CA,4
S/P BICYCLE ACCIDENT,4
RIB FRACTURE,4
EPIDURAL,4
ENCEPHALITIS,4
"CAD, AORTIC STENOSIS\CORONARY ARTERY BYPASS GRAFT; W/ AVR/SDA",4
MALIGNANT HYPERTENSION,4
HYPERCALCEMIA: LUNG CANCER,4
LUMBAR FRACTURE,4
SYMPTOMATIC BRADYCARDIA,4
MOTOR VEHICLE CRASH,4
DIABETIC KETO ACIDOSIS,4
LARGE BOWEL OBSTRUCTION,4
PERFORATED VISCUS,4
DIZZINESS,4
SMALL BOWEL FISTULA,4
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; WITH RADIAL ARTERY LEFT/SDA,4
CELLULITIS;TELEMETRY,4
HYPOTENSION-HEPATORENAL FAILURE,4
CABG,4
AORTIC STENOSIS\AORTIC VALVULOPLASTY,4
EDEMA,4
CONGESTIVE HEART FAILURE;RULE OUT CORONARY ARTERY DISEASE;ATRIAL FIBRILLATION\CATH,4
AORTIC STENOSIS;CORONARY ARTERY DISEASE\CARDIAC CATH,4
C1-C2 FRACTURE,4
PMEUMONIA,4
PRE-OP LIVER TRANSPLANT,4
END STAGE RENAL FAILURE,4
FACIAL FRACTURE,4
R/O CANCER OF SPINE,4
RIGHT PARIETAL HEMORRHAGE,4
ATRIAL SEPTAL DEFECT\ REPAIR ATRIAL SEPTAL DEFECT LIMITED ACCESS/SDA,4
MYASTHENIA GRAVIS CRISIS,4
TRACHEAL MALACIA/SDA,4
PAIN,4
MEGACOLON,4
AIRWAY EDEMA,4
ACUTE CVA,4
CERVICAL SPONDYLOSIS/SDA,4
CIRRHOSIS;ETOH WITHDRAWAL,4
AF,4
MULTI-TRAUMA,4
GASTRIC VOLVULUS,4
INTRA CRANIAL BLEED,4
+ETT,4
ABDOMINAL DISTENSION,4
SUBDURAL HEMATOMA;SUBARACHNOID HEMORRHAGE,4
LEFT MAIN DISEASE,4
NON-HODGKIN'S LYMPHOMA\BONE MARROW TRANSPLANT,4
BRAIN METASTASIS/SDA,4
UGI BLEED,4
FOREIGN BODY ESOPHAGUS,4
CIRRHOSIS;ASCITES,4
HEPATOMA/SDA,4
"CONGESTIVE HEART FAILURE,RENAL FAILURE,ACIDOSIS",4
HIATAL HERNIA,4
ASPIRATION; FAILURE TO THRIVE,4
WOUND INFECTION R/O SEPSIS,4
DRUG REFRACTORY ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION  **REMOTE WEST**,4
METABOLIC ACIDOSIS,4
HIATAL HERNIA/SDA,4
TRACHEAL BRONCHEAL MALACIA/SDA,4
ACUTE SUBDURAL HEMATOMA;SUBARACHNOID HEMORRHAGE,4
CORONARY ARTERY DISEASE\ OFF PUMP CORONARY ARTERY BYPASS/SDA,4
UPPER GI BLEED ,4
BRAIN LESION/SDA,4
STAB WOUND TO CHEST,4
CONGESTIVE HEART FAILURE;ATRIAL FIBRILLATION,4
ATRIAL FIBRILLATION\CARDIOVERSION,4
CAROTID DISSECTION,4
TRACHEAL BRONCHIAL MALACIA/SDA,4
LUDWIG'S ANGINA,4
FOREIGN BODY IN THROAT,4
ANASARCA,4
ACETABULAR FRACTURE,4
RENAL FAILURE;HYPOTENSION,4
RENAL MASS/SDA,4
INTRACTABLE PAIN,4
BLUNT TRAUMA;TELEMETRY,4
TRACHEAL MALACIA,4
LEFT MAIN STEM OBSTRUCTION,4
CONGESTIVE HEART FAILURE\CARDIAC CATHETERIZATION,4
CLAUDICATION\LEFT LOWER EXTREMITY ANGIOGRAM,4
PLEURAL EFFUSION;LEFT LOWER LOBE MASS,4
CONGESTIVE HEART FAILURE\RIGHT HEART CATH,4
RENAL CELL CANCER,4
TYPE A AORTIC DISSECTION,4
RIGHT UPPER LOBE CA/SDA,4
TRANSPLANT,4
STENOSIS/SDA,4
PNEUMOPERITONEUM,4
HEPATICOCELLULAR CARCINOMA/SDA,4
RECTAL SHEATH HEMATOMA,4
FEVER;COUGH,4
STROKE;TELEMETRY;TRANSIENT ISCHEMIC ATTACK;TELEMETRY,4
STATUS POST CARDIAC ARREST,4
CORONARY ARTERY DISEASE\CABG,4
PNEUMONIA;PLEURAL EFFUSION,4
THORACIC AORTIC ANEURYSM/SDA,4
"SEPSIS,PNEUMONIA",4
HYPERPARATHYROIDISM/SDA,4
CONGESTIVE HEART FAILURE;VENTRICULAR TACHYCARDIA,4
HEAD BLEED;OPEN SKULL FRACTURE,4
PRE-MATURITY,4
ISCHEMIC RIGHT LEG/SDA,4
RAPID ATRIAL FIBRILLATION,4
ADENAL CARCINOMA OF LIVER/SDA,4
UNSTABLE ANGINA\LEFT HEART CATH,4
CAROTID STENOSIS LEFT/SDA,4
LEFT MAIN CORONARY ARTERY DISEASE,4
3 VESSEL DISEASE,4
TACHYPNEA,4
ACUTE RESPIRATORY FAILURE,4
AORTIC ENTERIC FISTULA,4
PERFORATED COLON,4
CORONARY ARTERY DISEASE\OFF PUMP CORONARY ARTERY BYPASS ENDOSCOPIC LEFT CHEST /SDA,4
STEMYOCARDIAL INFARCTION,4
COMMON BILE DUCT STONES,4
PNEUMOSEPSIS,4
MITRAL REGURGITATION\MITRAL VALVE REPLACEMENT ,4
BILIARY OBSTRUCTION,4
AORTIC VALVE DISEASE;CORONARY ARTERY DISEASE,4
BLADDER TUMOR/SDA,4
OA RIGHT KNEE/SDA,4
ESOPHAGEAL RUPTURE,4
AORTIC STENOSIS;CONGESTIVE HEART FAILURE,4
FLAIL CHEST,4
CHEST PAIN;MYOCARDIAL INFARCTION,4
LUDWIGS ANGINA,4
ATRIAL FLUTTER,4
BILATERAL PULMONARY EMBOLISM,4
CHEST PAIN;RULE OUT CORONARY ARTERY DISEASE\CARDIAC CATH,4
IVH,4
PORTAL VEIN THROMBUS,4
CSF LEAK,4
MYELOFIBROSIS\BONE MARROW TRANSPLANT,4
HYPOGLYCEMIA;DELTA MS;TELEMETRY,4
SEPSIS;ICD LEAD INFECTION,4
ABDOMINAL FISTULA,4
"GANGRENE,RIGHT FOOT",4
HYPOTENSION;FEVER,4
VERTEBRAL ARTERY STENOSIS,4
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT WITH ? MVR /SDA,4
N STEMI,4
PULMONARY EMBOLISM;TELEMETRY,4
RP BLEED/ HEMATOMA,4
AORTIC STENOSIS\ AORTIC AND MITRAL VALVE REPLACEMENT/SDA,4
UREMIA,4
RECURRENT LEUKEMIA,4
NON-ST SEGMENT ELEVATION MYOCARDIAL INFARCTION;CONGESTIVE HEART FAILURE,4
CERVICAL SPINAL STENOSIS/SDA,4
ACUTE CORONARY SYNDROME\CARDIAC CATH,4
ATAXIA,4
LEFT LUNG CANCER/SDA,4
NON-SURGICAL BOWEL OBSTRUCTION,4
PLEURAL EFFUSIONS,4
FEVER;TACHYCARDIA,4
ACUTE MYOCARDIAL INFRACTION,4
MULTITRAUMA,4
FEVER;HYPOXIA,4
MITRAL REGURGITATION;CORONARY ARTERY DISEASE,4
BRAIN METASTASIS,4
"CHF, A-FIB",4
END STAGE LIVER FAILURE,4
SQUAMOUS CELL CARCINOMA/SDA,4
PONTINE BLEED,4
ELEVATED INR,4
SEPSIS;CHANGE IN MENTAL STATUS,3
R/O PNEUMONIA,3
FALL;HYPOXIA;DEHYDRATION;N/V/D,3
FIBROID UTERUS/SDA,3
"LEG EDEMA,CELLULITIS",3
PNEUMONIA-RENAL FAILURE,3
BRAIN METASTASES,3
OBSTRUCTED RIGHT MIDDLE LOBE/SDA,3
LEFT FOOT CELLULITIS,3
CORONARY ARTERY DISEASE;LEFT MAIN DISEASE,3
CORONARY ARTERY DISEASE\STENT,3
COUGH;FEVER,3
DELTA MS,3
TRICUSPID REGURGITATION\REDO-REDO TRICUSPID VALVE REPAIR/REPLACEMENT,3
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; W/AVR/SDA,3
FOURNIER'S GANGRENE,3
CEREBELLER HEMORRHAGE,3
S/P KIDNEY TRANSPLANT,3
"FEVER,HYPOTENSION",3
INFECTED PIC LINE/FEVER,3
CARDIAC DZ.,3
LT HIP FRACTURE,3
ILIAC ARTERY ANEURYSM/SDA,3
SCROTAL ABSCESS,3
THORACO-ABDOMINAL ANEURYSM/SDA,3
CORONARY ARTERY DISEASE;3 VESSEL DISEASE,3
MYOCARDIAL INFARCTION;GI BLEED,3
PANCREATIC NECROSIS,3
VAGINAL BLEED,3
ANEURSYM/SDA,3
ASTHMA EXACERBATION;COPD EXACERBATION,3
COLONIC PERFORATION,3
T1 FRACTURE,3
SEVERE ISCHEMIA/SDA,3
FLANK PAIN,3
GROIN BLEED;CP;TELEMETRY,3
FAILURE OF FIXATION/SDA,3
ATRIAL FIBRILATION,3
CONGESTIVE HEART FAILURE;CARDIOMYOPATHY\CATH,3
AVR,3
CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT; ? MVR/SDA,3
HYPERTENSION EMERGENCY,3
+ETT;CHEST PAIN\CATH,3
RENAL LACERATION,3
TOXIC INGESTION,3
UROSEPSIS;TELEMETRY,3
CONGESTIVE HEART FAILURE;MYOCARDIAL INFARCTION,3
CONGESTIVE HEART FAILURE;AORTIC STENOSIS\CARDIAC CATH,3
DEHYDRATION;TELEMETRY,3
DIAPHRAGMATIC HERNIA/SDA,3
CROHN'S COLITIS,3
A FIB,3
FLUID OVERLOAD,3
BOWEL OBSTRUCTION/SDA,3
"FEVER,ORIGIN UNKNOWN",3
BILATERAL BREAST CA/SDA,3
MYOCARDIAL INFARCTION\LEFT HEART CATHETERIZATION,3
ACUTE RENAL FAILURE;BRADYCARDIA,3
LEFT LEG ULCER;PERIPHERAL VASCULAR DISEASE,3
FOREIGN BODY INGESTION,3
RUQ PAIN,3
JAUNDICE;S/P ERCP,3
LEFT SUBDURAL HEMATOMA,3
MULTIPLE GUNSHOT WOUNDS,3
THYMOMA/SDA,3
CAD/SDA,3
HYPONATREMIA;TELEMETRY,3
BLADDER RUPTURE,3
"CAROTID STENOSIS, LEFT/SDA",3
CORONARY ARTERY DISEASE;ANGINA\CATH,3
CORONARY ARTERY DISEASE;MYOCARDIAL INFARCTION,3
ANEMIA;CONGESTIVE HEART FAILURE,3
FACTOR VIII INHIBITOR,3
HEPATIC BLEED,3
CONGESTIVE HEART FAILURE; AORTIC STENOSIS,3
ACUTE RENAL FAILURE;HYPOTENSION,3
HYPOTENSION;R/O REJECTION;ELEVATED LFTS,3
HEPATOMA,3
PANCREATITS,3
TYLENOL OVERDOSE;LIVER FAILURE,3
ST ELEVATED MYOCARDIAL INFARCT,3
ESOPHAGEAL CA,3
RIGHT SIDED WEAKNESS,3
SYMPTOMATIC AAA,3
CIRRHOSIS;MENTAL STATUS CHANGES;ETOH WITHDRAWAL,3
WEAKNESS;TELEMETRY,3
HANGING,3
ALCOHOLIC CIRRHOSIS,3
CHOLANGITIS;PANCREATITIS,3
"CAROTID STENOSIS,R/SDA",3
RIGHT LUNG NODULE/SDA,3
"CAROTID STENOSIS,L/SDA",3
DECUBITUS ULCER,3
RIGHT UPPER LOBE LUNG CA/SDA,3
BILE DUCT OBSTRUCTION,3
"PNEUMONIA,RESPIRATORY FAILURE",3
ENDOCARDITIS; S/P KIDNEY TRANSPLANT,3
CLOT,3
ATRIAL FIBRILLATION\THORACOSCOPIC MAZE PROCEDURE BILATERAL,3
CHESST PAIN,3
UPPER AIRWAY OBSTRUCTION,3
CIRRHOSIS W/ ASCITES\REDO TIPS /SDA,3
SQUAMOUS CELL CANCER,3
PNEUMONIA;CHEST PAIN,3
AORTIC ANEURYSM\RESECTION ANEURYSM THORACIC/SDA,3
CHEST PAIN;MYOCARDIAL INFARCTION\CATH,3
BLADDER CANCER;FEVER;NEUTROPENIA,3
PERIPHERAL VASCULAR DISEASE\PERIPHERAL ANGIOGRAM,3
"CHEST PAIN, R/O MI",3
ACETAMINOPHEN OVERDOSE,3
NAUSEA W\VOMITING,3
AORTIC INSUFFICIENCY\AORTIC AND MITRAL VALVE REPLACEMENT /SDA,3
ILIAC ARTERY STENOSIS/SDA,3
MITRAL REGURGITATION\CORONARY ARTERY BYPASS GRAFT WITH MVR ,3
SUBGLOTTIC STENOSIS/SDA,3
CONGESTIVE HEART FAILURE;CHEST PAIN,3
NEPHROLITHIASIS,3
CORONARY ARTERY DISEASE; AORTIC STENOSIS\CORONARY ARTERY BYPASS GRAFT WITH AVR /SDA,3
"PEDESRTRIAN STRUCK, LEG FRACTURES",3
PREVERTEBRAL ABSCESS,3
MIDDLE CEREBRAL ARTERY ANEURYSM/SDA,3
NEW LEUKEMIA,3
HYPERKALEMIA;TELEMETRY,3
STROKE;TELEMETRY;TELEMETRY;TELEMETRY,3
LEFT TEMPORAL LESION/SDA,3
RENAL FAILURE;PNEUMONIA,3
"PNEUMONIA,SEPSIS",3
CHRONIC MESENTERIC ISCHEMIA,3
SHORTNESS OF BREATH;WEAKNESS,3
URINARY TRACT INFECTION;ACUTE RENAL FAILURE,3
RIGHT FOOT ISCHEMIA,3
PARKINSON'S DISEASE/SDA,3
CHRONIC LYMPHOCYTIC LEUKEMIA;PNEUMONIA,3
GASTRIC ADENOCARCINOMA/SDA,3
BARRETT'S ESOPHAGUS/SDA,3
LUMBAR DISC HERNIATION/SDA,3
CENTRAL CORD SYNDROME,3
TBM,3
ST ELEVATION MYOCARDIAL INFARCTION\LEFT HEART CATHETERIZATION,3
RESPIRATORY DISTRESS;TELEMETRY,3
AORTIC INSUFFICIENCY\CORONARY ARTERY BYPASS GRAFT WITH AVR /SDA,3
ICB,3
SEVERE AORTIC STENOSIS\CATH,3
DECOMPENSATED LIVER FAILURE,3
CLOTTED AV GRAFT,3
FLASH PULMONARY EDEMA,3
MENTAL STATUS CHANGES;TELEMETRY,3
BACTERIAL MENINGITIS,3
CHRONIC PANCREATITIS,3
LEFT UPPER LOBE CA/SDA,3
FACIAL FRACTURES,3
RECTAL CA,3
SEPTIC SHOCK;PNEUMONIA,3
CORONARY ARTERY DISEASE;CAROTID STENOSIS,3
CONGESTIVE HEART FAILURE;SHORTNESS OF BREATH,3
RIGHT BRAIN TUMOR/SDA,3
BOWEL OBSTRUCTION;TELEMETRY,3
LEFT FOOT INFECTION,3
"CAD,S/P FALL,SYNCOPAL EPISODE",3
FALL;CONFUSION,3
SMALL CELL LUNG CANCER,3
LEFT OCCIPITAL TUMOR/SDA,3
DEHISCENT AVR,3
"C SECTION,REPEAT",3
RECTAL PROLAPSE/SDA,3
S/P LIVER TX-NAUSEA-VOMITING,3
LEFT BREAST CA/SDA,3
CORONARY ARTERY DISEASE;CONGESTIVE HEART FAILURE,3
KYPHOSCOLIOSIS/SDA,3
AORTIC STENOSIS\AVR; ? CORONARY ARTERY BYPASS GRAFT /SDA,3
TIB FIB FRACTURE,3
ASTHMA;COPD EXACERBATION;TELEMETRY,3
ASPIRATION PNEUMONIA;SEPSIS,3
OBSTRUCTIVE JAUNDICE\ERCP,3
CHOLANGITIS\ERCP ,3
THYROID STORM,3
PANCREATITIS;ACUTE RENAL FAILURE,3
ATRIAL SEPTAL DEFECT\REPAIR ATRIAL SEPTAL DEFECT /SDA,3
ENDOMETRITIS,3
UNSTABLE ANGINA\CARDIAC CATHETERIZATION,3
HYPERTENSIVE CRISIS,3
LEFT FOOT ULCER,3
ASCENDING AORTA\BENTAL PROCEDURE /SDA,3
CP,3
PALPITATIONS,3
CORONARY ARTERY DISEASE\ CORONARY ARTERY BYPASS GRAFT/SDA,3
STRIDOR;SHORTNESS OF BREATH,3
BRIAN TUMOR/SDA,3
